INPUT:input	OUTPUT:result	GOLDEN:result	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
Что появилось первым tcp ip или osi?	"{""label"":""Aspect""\,""offset"":4\,""length"":16\,""segment"":""появилось первым""},{""label"":""Object1""\,""offset"":21\,""length"":6\,""segment"":""tcp ip""},{""label"":""Object2""\,""offset"":32\,""length"":3\,""segment"":""osi""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a2436dce574f4fe78b59	000016521d--63eca4300dee0e72fb99bd0e	000016521d--63f5a2436dce574f4fe78b59	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:04:03.317
Каковы различия в студенческой нагрузке в колледжах гуманитарных наук по сравнению с исследовательскими университетами?	"{""label"":""Aspect""\,""offset"":18\,""length"":21\,""segment"":""студенческой нагрузке""},{""label"":""Object1""\,""offset"":42\,""length"":27\,""segment"":""колледжах гуманитарных наук""},{""label"":""Object2""\,""offset"":85\,""length"":33\,""segment"":""исследовательскими университетами""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a2436dce574f4fe78b59	000016521d--63eca4100dee0e72fb99bbc4	000016521d--63f5a2436dce574f4fe78b59	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:04:03.317
Какое наименьшее общее число, кратное 5 и 150?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":45\,""segment"":""Какое наименьшее общее число\, кратное 5 и 150""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a2436dce574f4fe78b59	000016521d--63eca3fb0dee0e72fb99bb1e	000016521d--63f5a2436dce574f4fe78b59	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:04:03.317
Что лучше для зачатия - ЭКО или перевязка маточных труб?	"{""label"":""Aspect""\,""offset"":14\,""length"":7\,""segment"":""зачатия""},{""label"":""Object1""\,""offset"":24\,""length"":3\,""segment"":""ЭКО""},{""label"":""Object2""\,""offset"":32\,""length"":23\,""segment"":""перевязка маточных труб""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a2436dce574f4fe78b59	000016521d--63eca4250dee0e72fb99bc93	000016521d--63f5a2436dce574f4fe78b59	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:04:03.317
										
Что предпочтительнее eurail pass или покупка пропуска на месте?	"{""label"":""Aspect""\,""offset"":4\,""length"":16\,""segment"":""предпочтительнее""},{""label"":""Object1""\,""offset"":21\,""length"":11\,""segment"":""eurail pass""},{""label"":""Object2""\,""offset"":37\,""length"":25\,""segment"":""покупка пропуска на месте""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a2aa9799dd1994bc9103	000016521d--63eca41d0dee0e72fb99bc30	000016521d--63f5a2aa9799dd1994bc9103	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:05:46.784
Что такое большие биты или гига?	"{""label"":""Skip (grammar)""\,""offset"":0\,""length"":31\,""segment"":""Что такое большие биты или гига""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a2aa9799dd1994bc9103	000016521d--63eca4010dee0e72fb99bb52	000016521d--63f5a2aa9799dd1994bc9103	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:05:46.784
В чем разница между метро Мумбаи и монорельсовой дорогой Мумбаи - они одинаковые или разные?	"{""label"":""Object1""\,""offset"":20\,""length"":12\,""segment"":""метро Мумбаи""},{""label"":""Object2""\,""offset"":35\,""length"":28\,""segment"":""монорельсовой дорогой Мумбаи""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a2aa9799dd1994bc9103	000016521d--63eca4070dee0e72fb99bb7c	000016521d--63f5a2aa9799dd1994bc9103	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:05:46.784
Какие две или три вещи наиболее важны для вас в вашей работе?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":60\,""segment"":""Какие две или три вещи наиболее важны для вас в вашей работе""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a2aa9799dd1994bc9103	000016521d--63eca3f40dee0e72fb99bad9	000016521d--63f5a2aa9799dd1994bc9103	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:05:46.784
Что лучше, Linux или Microsoft? 	"{""label"":""Object1""\,""offset"":11\,""length"":5\,""segment"":""Linux""},{""label"":""Object2""\,""offset"":21\,""length"":9\,""segment"":""Microsoft""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a2aa9799dd1994bc9103	000016521d--63eca3d10dee0e72fb99b998	000016521d--63f5a2aa9799dd1994bc9103	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:05:46.784
Насколько Торонто отличается или похож на Нью-Йорк?	"{""label"":""Object1""\,""offset"":10\,""length"":7\,""segment"":""Торонто""},{""label"":""Object2""\,""offset"":42\,""length"":8\,""segment"":""Нью-Йорк""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a2aa9799dd1994bc9103	000016521d--63eca4320dee0e72fb99bd21	000016521d--63f5a2aa9799dd1994bc9103	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:05:46.784
Какой индийский штат граничит с наибольшим числом штатов или союзных территорий?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":79\,""segment"":""Какой индийский штат граничит с наибольшим числом штатов или союзных территорий""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a2aa9799dd1994bc9103	000016521d--63eca3fb0dee0e72fb99bb16	000016521d--63f5a2aa9799dd1994bc9103	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:05:46.784
Какой город лучше, Лондон или Париж?	"{""label"":""CommonObj""\,""offset"":6\,""length"":5\,""segment"":""город""},{""label"":""Object1""\,""offset"":19\,""length"":6\,""segment"":""Лондон""},{""label"":""Object2""\,""offset"":30\,""length"":5\,""segment"":""Париж""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a2aa9799dd1994bc9103	000016521d--63eca3d90dee0e72fb99b9de	000016521d--63f5a2aa9799dd1994bc9103	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:05:46.784
Кто продал больше альбомов Элвиса или Майкла Джексона?	"{""label"":""Aspect""\,""offset"":0\,""length"":26\,""segment"":""Кто продал больше альбомов""},{""label"":""Object1""\,""offset"":27\,""length"":6\,""segment"":""Элвиса""},{""label"":""Object2""\,""offset"":38\,""length"":15\,""segment"":""Майкла Джексона""}"	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":53\,""segment"":""Кто продал больше альбомов Элвиса или Майкла Джексона""}"			https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a2aa9799dd1994bc9103	000016521d--63eca43a0dee0e72fb99bd57	000016521d--63f5a2aa9799dd1994bc9103	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:05:46.784
"Кто больше выиграл эль класико - ""Реал Мадрид"" или ""Барселона""?"	"{""label"":""Aspect""\,""offset"":0\,""length"":30\,""segment"":""Кто больше выиграл эль класико""},{""label"":""Object1""\,""offset"":34\,""length"":11\,""segment"":""Реал Мадрид""},{""label"":""Object2""\,""offset"":52\,""length"":9\,""segment"":""Барселона""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a2aa9799dd1994bc9103	000016521d--63eca4050dee0e72fb99bb6e	000016521d--63f5a2aa9799dd1994bc9103	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:05:46.784
										
Что необычного или непохожего на другие в еде и кулинарии в Германии?	"{""label"":""Object1""\,""offset"":42\,""length"":3\,""segment"":""еде""},{""label"":""Object2""\,""offset"":48\,""length"":9\,""segment"":""кулинарии""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a3246dce574f4fe78be2	000016521d--63eca40f0dee0e72fb99bbc2	000016521d--63f5a3246dce574f4fe78be2	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:07:48.836
Какой юридический факультет лучше - БГУ или университет Османии?	"{""label"":""CommonObj""\,""offset"":6\,""length"":21\,""segment"":""юридический факультет""},{""label"":""Object1""\,""offset"":36\,""length"":3\,""segment"":""БГУ""},{""label"":""Object2""\,""offset"":44\,""length"":19\,""segment"":""университет Османии""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a3246dce574f4fe78be2	000016521d--63eca3f30dee0e72fb99bac9	000016521d--63f5a3246dce574f4fe78be2	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:07:48.836
Почему прецизионный выпрямитель лучше обычного выпрямителя?	"{""label"":""Object1""\,""offset"":7\,""length"":24\,""segment"":""прецизионный выпрямитель""},{""label"":""Object2""\,""offset"":38\,""length"":20\,""segment"":""обычного выпрямителя""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a3246dce574f4fe78be2	000016521d--63eca41b0dee0e72fb99bc1e	000016521d--63f5a3246dce574f4fe78be2	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:07:48.836
В каком типе школ я могу получить лучший исследовательский опыт в биологическом колледже гуманитарных наук или крупном исследовательском университете?	"{""label"":""Aspect""\,""offset"":41\,""length"":22\,""segment"":""исследовательский опыт""},{""label"":""Object1""\,""offset"":66\,""length"":40\,""segment"":""биологическом колледже гуманитарных наук""},{""label"":""Object2""\,""offset"":111\,""length"":38\,""segment"":""крупном исследовательском университете""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a3246dce574f4fe78be2	000016521d--63eca42f0dee0e72fb99bd04	000016521d--63f5a3246dce574f4fe78be2	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:07:48.836
Какое подключение к Интернету лучше - проводное или беспроводное, и укажите причину вашего выбора подключения к Интернету?	"{""label"":""CommonObj""\,""offset"":6\,""length"":23\,""segment"":""подключение к Интернету""},{""label"":""Object1""\,""offset"":38\,""length"":9\,""segment"":""проводное""},{""label"":""Object2""\,""offset"":52\,""length"":12\,""segment"":""беспроводное""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a3246dce574f4fe78be2	000016521d--63eca3e60dee0e72fb99ba4a	000016521d--63f5a3246dce574f4fe78be2	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:07:48.836
Кто был бы лучшим президентом - Хиллари Клинтон или Дональд Трамп?	"{""label"":""Aspect""\,""offset"":11\,""length"":18\,""segment"":""лучшим президентом""},{""label"":""Object1""\,""offset"":32\,""length"":15\,""segment"":""Хиллари Клинтон""},{""label"":""Object2""\,""offset"":52\,""length"":13\,""segment"":""Дональд Трамп""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a3246dce574f4fe78be2	000016521d--63eca3ef0dee0e72fb99ba99	000016521d--63f5a3246dce574f4fe78be2	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:07:48.836
"Приобрел или потерял популярность ""Доктор Кто"" среди новых зрителей во время ""Последнего доктора против старых""?"	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":110\,""segment"":""Приобрел или потерял популярность \\""Доктор Кто\\"" среди новых зрителей во время \\""Последнего доктора против старых""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a3246dce574f4fe78be2	000016521d--63eca3f50dee0e72fb99badd	000016521d--63f5a3246dce574f4fe78be2	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:07:48.836
Как человек с карликовостью, какой термин вы предпочитаете - маленький человек, карлик или карлица?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":98\,""segment"":""Как человек с карликовостью\, какой термин вы предпочитаете - маленький человек\, карлик или карлица""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f5a3246dce574f4fe78be2	000016521d--63eca41b0dee0e72fb99bc22	000016521d--63f5a3246dce574f4fe78be2	09f97040315a699d82a34e22dd1193b6	APPROVED	2023-02-22T05:07:48.836
